Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-2/GBB-CBS/0750-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen; 339,02; 2.600,00; 500,00; 500,00; 500,00; 500,00
BP2014_2019-2/GBB-CBS/0750-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6110000;IE-GEEN;Elektriciteit; 7.216,98; 3.116,50; 3.450,00; 3.450,00; 3.450,00; 3.450,00
BP2014_2019-2/GBB-CBS/0750-00/6112000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6112000;IE-GEEN;Stookolie; 1.175,58; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0750-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6113000;IE-GEEN;Water; 161,80; 203,00; 206,05; 209,14; 212,27; 215,46
BP2014_2019-2/GBB-CBS/0750-00/6120999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6120999;IE-GEEN;Overige verzekeringen; 534,76; 505,13; 600,00; 600,00; 600,00; 600,00
BP2014_2019-2/GBB-CBS/0750-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 1,57; 1,70; 1,70; 1,70; 1,70; 1,70
BP2014_2019-2/GBB-CBS/0750-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel; 223,62;;;;;
BP2014_2019-2/GBB-CBS/0750-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6159999;IE-GEEN;Overige exploitatiekosten; 102,60; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0750-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel; 32.629,12; 40.000,00; 41.210,83; 42.241,10; 43.297,13; 44.379,56
BP2014_2019-2/GBB-CBS/0750-00/6203100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6203100;IE-GEEN;Vakantiegeld contractuelen; 2.626,52;;;;;
BP2014_2019-2/GBB-CBS/0750-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen; 10.127,67; 11.890,00; 12.187,25; 12.491,93; 12.804,23; 13.124,34
BP2014_2019-2/GBB-CBS/0750-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);; -34.250,01; -34.250,01; -34.250,01; -34.250,01; -34.250,01
BP2014_2019-2/GBB-CBS/0750-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen; 324,72; 410,00; 420,25; 430,76; 441,53; 452,56
BP2014_2019-2/GBB-CBS/0750-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen; 176,00; 179,52; 183,11; 186,77; 190,51; 194,32
BP2014_2019-2/GBB-CBS/0750-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6231004;IE-GEEN;Maaltijdcheques; 1.127,00; 1.350,00; 1.350,00; 1.350,00; 1.350,00; 1.350,00
BP2014_2019-2/GBB-CBS/0750-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 46,55; 47,71; 48,42; 49,15; 49,88; 50,63
BP2014_2019-2/GBB-CBS/0750-00/7010002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7010002;IE-GEEN;Inschrijvingsgelden; 15.313,10; 14.000,00; 14.000,00; 14.000,00; 14.000,00; 14.000,00
BP2014_2019-2/GBB-CBS/0750-00/7050001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7050001;IE-GEEN;Opbrengsten uit verhuur zalen en lokalen;; 1.750,00; 1.750,00; 1.750,00; 1.750,00; 1.750,00
BP2014_2019-2/GBB-CBS/0750-00/7050002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7050002;IE-GEEN;Opbrengsten uit verhuur woningen en flats; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0750-00/7402020/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7402020;IE-GEEN;Subsidies sociale maribel; 34.250,01;;;;;
BP2014_2019-2/GBB-CBS/0750-00/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7404999;IE-GEEN;Overige algemene werkingssubsidies; 20.719,61; 18.706,85; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0750-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden; 1.132,23; 0,00; 353,54; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0750-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 159,14; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0790-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-00;6103001;IE-GEEN;Benodigdheden voor gebouwen; 204,99; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0790-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen; 3.889,76; 2.500,00; 2.500,00; 2.500,00; 2.500,00; 2.500,00
BP2014_2019-2/GBB-CBS/0790-01/6494000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-01;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen;; 0,00; 0,00; 0,00; 2.368,79; 2.484,18
BP2014_2019-2/GBB-CBS/0790-02/6494000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-02;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen; 1.414,92; 3.570,56; 8.412,74; 8.051,66; 8.889,58; 9.266,32
BP2014_2019-2/GBB-CBS/0790-03/6494000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-03;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen; 28.672,79; 24.936,40; 35.839,00; 35.801,00; 37.413,00; 38.375,00
BP2014_2019-2/GBB-CBS/0790-05/6494000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-05;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen; 7.654,10; 6.487,77; 7.588,91; 7.747,52; 7.905,76; 8.071,86
BP2014_2019-2/GBB-CBS/0800-00/2140007/BESTUUR/CBS/IE6/U;GBB-CBS;0800-00;2140007;IE6;Plannen en studies - Activa in aanbouw; 3.740,87;;;;;
BP2014_2019-2/GBB-CBS/0800-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0800-00;2400000;IE6;Meubilair - gemeenschapsgoederen; 384,78; 1.350,00;;;;
BP2014_2019-2/GBB-CBS/0800-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6001000;IE-GEEN;Aankoop technisch materiaal;; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0800-00/6130001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6130001;IE-GEEN;Vergoedingen prestaties arbeidsgeneeskundige dienst;; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0800-00/6135001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6135001;IE-GEEN;Uitgegeven keuken; 24.637,56; 25.000,00; 25.000,00; 25.000,00; 25.000,00; 25.000,00
BP2014_2019-2/GBB-CBS/0800-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6141002;IE-GEEN;Documentatie en abonnementen; 251,97; 1.000,00; 400,00; 400,00; 400,00; 400,00
BP2014_2019-2/GBB-CBS/0800-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 0,02; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0800-00/6142800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel; 2.025,21; 3.800,00; 2.700,00; 2.700,00; 2.700,00; 2.700,00
BP2014_2019-2/GBB-CBS/0800-00/6143005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing); 2.085,42; 2.000,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0800-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6150001;IE-GEEN;Aankoop klein materieel; 474,13; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0800-00/6150006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6150006;IE-GEEN;Lidmaatschappen; 2.393,41; 2.463,75; 2.359,00; 2.425,00; 2.425,00; 2.425,00
BP2014_2019-2/GBB-CBS/0800-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6159999;IE-GEEN;Overige exploitatiekosten; 4.138,20; 2.000,00; 2.500,00; 2.500,00; 2.500,00; 2.500,00
BP2014_2019-2/GBB-CBS/0800-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0800-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 35.079,31; 21.225,00; 22.480,63; 22.767,64; 23.586,83; 23.439,00
BP2014_2019-2/GBB-CBS/0800-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 3.066,96;;;;;
BP2014_2019-2/GBB-CBS/0800-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel; 358,31;;;;;
BP2014_2019-2/GBB-CBS/0800-00/6203100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6203100;IE-GEEN;Vakantiegeld contractuelen; 358,16;;;;;
BP2014_2019-2/GBB-CBS/0800-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 14.531,93; 7.444,25; 8.059,78; 8.581,63; 9.118,28; 9.670,12
BP2014_2019-2/GBB-CBS/0800-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0800-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen; 111,21;;;;;
BP2014_2019-2/GBB-CBS/0800-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 539,00; 489,19; 498,98; 508,96; 519,13; 529,52
BP2014_2019-2/GBB-CBS/0800-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen; 3,56;;;;;
BP2014_2019-2/GBB-CBS/0800-00/6230004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6230004;IE-GEEN;Andere vergoedingen voor het personeel; 0,00;;;;;
BP2014_2019-2/GBB-CBS/0800-00/6231000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6231000;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst; 2.770,77; 2.850,00; 2.850,00; 2.850,00; 2.850,00; 2.850,00
BP2014_2019-2/GBB-CBS/0800-00/6231002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6231002;IE-GEEN;Bijdragen aan andere sociale diensten; 1.964,10; 1.900,00; 1.900,00; 1.900,00; 1.900,00; 1.900,00
BP2014_2019-2/GBB-CBS/0800-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6231004;IE-GEEN;Maaltijdcheques; 1.764,00; 2.700,00; 2.700,00; 2.700,00; 2.700,00; 2.700,00
BP2014_2019-2/GBB-CBS/0800-00/6400007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6400007;IE-GEEN;Taksen eetwareninspectie; 572,56; 600,00; 600,00; 600,00; 600,00; 600,00
BP2014_2019-2/GBB-CBS/0800-00/6400008/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6400008;IE-GEEN;Bijdragen reprobel; 594,51; 600,00; 600,00; 600,00; 600,00; 600,00
BP2014_2019-2/GBB-CBS/0800-00/6409999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6409999;IE-GEEN;Overige werkingsbelastingen;; 100,00; 100,00; 100,00; 100,00; 100,00
BP2014_2019-2/GBB-CBS/0800-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 93,10; 95,41; 96,84; 98,29; 99,77; 101,26
BP2014_2019-2/GBB-CBS/0800-00/7040002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-00;7040002;IE-GEEN;Tussenkomsten van ouders in de maaltijden; 23.517,94; 25.000,00; 25.000,00; 25.000,00; 25.000,00; 25.000,00
BP2014_2019-2/GBB-CBS/0800-00/7040003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-00;7040003;IE-GEEN;Tussenkomsten van ouders in het toezicht en de bijlessen; 15.970,90; 25.000,00; 25.000,00; 25.000,00; 25.000,00; 25.000,00
BP2014_2019-2/GBB-CBS/0800-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 1.043,41; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0800-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 263,78; 300,00; 300,00; 300,00; 300,00; 300,00
BP2014_2019-2/GBB-CBS/0800-01/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6001000;IE-GEEN;Aankoop technisch materiaal; 6.493,47; 250,00; 250,00; 250,00; 250,00; 250,00
BP2014_2019-2/GBB-CBS/0800-01/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6103001;IE-GEEN;Benodigdheden voor gebouwen; 1.357,08; 2.000,00; 8.200,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0800-01/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen; 21.539,35; 23.500,00; 25.800,00; 22.000,00; 22.000,00; 22.000,00
BP2014_2019-2/GBB-CBS/0800-01/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6110000;IE-GEEN;Elektriciteit; 3.072,77; 4.567,50; 4.636,01; 4.705,55; 4.776,14; 4.847,78
BP2014_2019-2/GBB-CBS/0800-01/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6111000;IE-GEEN;Gas; 13.372,60; 15.000,00; 15.000,00; 15.000,00; 15.000,00; 15.000,00
BP2014_2019-2/GBB-CBS/0800-01/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6113000;IE-GEEN;Water; 1.768,45; 1.700,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0800-01/6120999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6120999;IE-GEEN;Overige verzekeringen; 552,74; 775,73; 800,00; 800,00; 797,00; 800,00
BP2014_2019-2/GBB-CBS/0800-01/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6141001;IE-GEEN;Kantoorbenodigdheden;; 100,00; 100,00; 100,00; 100,00; 100,00
BP2014_2019-2/GBB-CBS/0800-01/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6141004;IE-GEEN;Communicatiekosten telefoon en internet; 2.409,92; 2.600,00; 2.600,00; 2.600,00; 2.600,00; 2.600,00
BP2014_2019-2/GBB-CBS/0800-01/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten; 488,32; 1.500,00; 750,00; 750,00; 1.500,00; 750,00
BP2014_2019-2/GBB-CBS/0800-01/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0800-01/6143006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6143006;IE-GEEN;Prijzen; 890,68; 750,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/GBB-CBS/0800-01/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6149000;IE-GEEN;Overige administratie- en kantoorkosten; 507,05; 500,00; 500,00; 500,00; 500,00; 500,00
BP2014_2019-2/GBB-CBS/0800-01/6150002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6150002;IE-GEEN;Collecties, schoolboeken en schoolmateriaal; 2.156,08; 9.000,00; 9.000,00; 9.000,00; 9.000,00; 9.000,00
BP2014_2019-2/GBB-CBS/0800-01/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel; 137,22;;;;;
BP2014_2019-2/GBB-CBS/0800-01/6150005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6150005;IE-GEEN;Vervoer; 3.354,91; 3.500,00; 3.500,00; 3.500,00; 3.500,00; 3.500,00
BP2014_2019-2/GBB-CBS/0800-01/6150900/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6150900;IE-GEEN;Inkomgelden;; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0800-01/6208000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6208000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van andere overheden; 509.545,27; 481.599,63; 491.231,62; 501.056,25; 511.077,38; 521.298,93
BP2014_2019-2/GBB-CBS/0800-01/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;; 106,00; 112,09; 118,27; 124,55; 130,91
BP2014_2019-2/GBB-CBS/0800-01/6230004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6230004;IE-GEEN;Andere vergoedingen voor het personeel; 5.011,75; 5.000,00; 5.000,00; 5.000,00; 5.000,00; 5.000,00
BP2014_2019-2/GBB-CBS/0800-01/6479999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6479999;IE-GEEN;Overige diverse operationele kosten; 184,20; 250,00; 250,00; 250,00; 250,00; 250,00
BP2014_2019-2/GBB-CBS/0800-01/7000006/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-01;7000006;IE-GEEN;Verkoop van groene stroom; 2.160,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0800-01/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-01;7404999;IE-GEEN;Overige algemene werkingssubsidies; 72.058,03; 72.058,45; 72.000,00; 72.000,00; 72.000,00; 72.000,00
BP2014_2019-2/GBB-CBS/0800-01/7405004/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-01;7405004;IE-GEEN;Bijdragen van de overheid voor de bezoldiging van het onderwijzend personeel; 509.545,27; 481.599,63; 491.231,62; 501.056,25; 511.077,38; 521.298,93
BP2014_2019-2/GBB-CBS/0800-02/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0800-02;2410000;IE6;IT-materiaal school;; 20.000,00;;;;
BP2014_2019-2/GBB-CBS/0800-02/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6001000;IE-GEEN;Aankoop technisch materiaal; 25.910,89; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0800-02/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6103001;IE-GEEN;Benodigdheden voor gebouwen; 9.478,93; 8.000,00; 8.000,00; 8.000,00; 8.000,00; 8.000,00
BP2014_2019-2/GBB-CBS/0800-02/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen; 6.364,20; 14.000,00; 15.000,00; 15.000,00; 15.000,00; 15.000,00
BP2014_2019-2/GBB-CBS/0800-02/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6110000;IE-GEEN;Elektriciteit; 7.725,50; 8.000,00; 9.205,53; 9.310,61; 9.417,27; 9.525,53
BP2014_2019-2/GBB-CBS/0800-02/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6111000;IE-GEEN;Gas; 1.783,15; 3.000,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00
BP2014_2019-2/GBB-CBS/0800-02/6112000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6112000;IE-GEEN;Stookolie; 16.436,53; 25.000,00; 25.000,00; 25.000,00; 25.000,00; 250.000,00
BP2014_2019-2/GBB-CBS/0800-02/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6113000;IE-GEEN;Water; 5.972,27; 6.597,50; 6.696,46; 6.796,91; 6.898,86; 7.002,35
BP2014_2019-2/GBB-CBS/0800-02/6120999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6120999;IE-GEEN;Overige verzekeringen; 748,50; 1.350,00; 1.350,00; 1.350,00; 1.350,00; 1.350,00
BP2014_2019-2/GBB-CBS/0800-02/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6141001;IE-GEEN;Kantoorbenodigdheden; 140,94; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0800-02/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6141004;IE-GEEN;Communicatiekosten telefoon en internet; 2.556,61; 2.600,00; 2.600,00; 2.600,00; 2.600,00; 2.600,00
BP2014_2019-2/GBB-CBS/0800-02/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten; 7.545,80; 10.000,00; 10.000,00; 10.000,00; 10.000,00; 10.000,00
BP2014_2019-2/GBB-CBS/0800-02/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal; 1.992,55; 3.500,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00
BP2014_2019-2/GBB-CBS/0800-02/6143006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6143006;IE-GEEN;Prijzen; 1.567,84; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0800-02/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6149000;IE-GEEN;Overige administratie- en kantoorkosten; 1.161,72; 1.400,00; 1.400,00; 1.400,00; 1.400,00; 1.400,00
BP2014_2019-2/GBB-CBS/0800-02/6150002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6150002;IE-GEEN;Collecties, schoolboeken en schoolmateriaal; 5.569,89; 30.000,00; 33.000,00; 25.000,00; 25.000,00; 25.000,00
BP2014_2019-2/GBB-CBS/0800-02/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel; 128,72;;;;;
BP2014_2019-2/GBB-CBS/0800-02/6150005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6150005;IE-GEEN;Vervoer; 9.862,57; 10.000,00; 12.500,00; 12.500,00; 12.500,00; 12.500,00
BP2014_2019-2/GBB-CBS/0800-02/6150900/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6150900;IE-GEEN;Inkomgelden; 725,10; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0800-02/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen; 671,52; 1.000,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/GBB-CBS/0800-02/6160004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6160004;IE-GEEN;Olie en brandstof voor voertuigen; 4.360,90; 4.500,00; 4.500,00; 4.500,00; 4.500,00; 4.500,00
BP2014_2019-2/GBB-CBS/0800-02/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6160300;IE-GEEN;Onderhoud en herstelling voertuigen; 2.101,13; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0800-02/6207000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0800-02/6208000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6208000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van andere overheden; 799.852,18; 814.779,85; 831.075,45; 847.696,96; 864.650,90; 881.943,92
