Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;2016;2017;2018;2019;2020;2021
BP2014_2021-3/GBB-CBS/0750-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6110000;IE-GEEN;Elektriciteit;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00
BP2014_2021-3/GBB-CBS/0750-00/6112000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6112000;IE-GEEN;Stookolie;€ 1.200,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0750-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6113000;IE-GEEN;Water;706.05;700;700;700;700;700
BP2014_2021-3/GBB-CBS/0750-00/6120999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6120999;IE-GEEN;Overige verzekeringen;600;600;600;600;600;600
BP2014_2021-3/GBB-CBS/0750-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);1.7;3.5;3.5;3.5;3.5;3.5
BP2014_2021-3/GBB-CBS/0750-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0750-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0750-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6159999;IE-GEEN;Terugbetalingen deelname activiteiten;0;€ 2.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00
BP2014_2021-3/GBB-CBS/0750-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 36.210,83;€ 42.241,10;€ 43.297,13;€ 44.379,56;€ 45.489,05;€ 46.626,28
BP2014_2021-3/GBB-CBS/0750-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 9.687,25;€ 12.491,93;€ 12.804,23;€ 13.124,34;€ 13.452,45;€ 13.788,76
BP2014_2021-3/GBB-CBS/0750-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);€ -34.250,01;€ -34.250,01;€ -34.250,01;€ -34.250,01;€ -34.250,01;€ -34.250,01
BP2014_2021-3/GBB-CBS/0750-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;280.25;784.4;800.09;816.09;832.41;849.06
BP2014_2021-3/GBB-CBS/0750-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;183.11;186.77;190.51;194.32;194.32;194.32
BP2014_2021-3/GBB-CBS/0750-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6231003;IE-GEEN;Vakbondspremies;48.42;49.15;49.88;50.63;50.63;50.63
BP2014_2021-3/GBB-CBS/0750-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6231004;IE-GEEN;Maaltijdcheques;€ 1.100,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0750-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0750-00/7010002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7010002;IE-GEEN;Inschrijvingsgelden;€ 8.500,00;€ 11.000,00;€ 11.000,00;€ 11.000,00;€ 11.000,00;€ 11.000,00
BP2014_2021-3/GBB-CBS/0750-00/7050001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7050001;IE-GEEN;Opbrengsten uit verhuur zalen en lokalen;€ 1.000,00;€ 1.750,00;€ 1.750,00;€ 1.750,00;€ 1.750,00;€ 1.750,00
BP2014_2021-3/GBB-CBS/0750-00/7050002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7050002;IE-GEEN;Opbrengsten uit verhuur woningen en flats;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0750-00/7070000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7070000;IE-GEEN;Doorfacturatie - nutsvoorzieningen;500;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0750-00/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7404999;IE-GEEN;Overige algemene werkingssubsidies;€ 1.848,50;0;0;0;;
BP2014_2021-3/GBB-CBS/0750-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;353.54;173.79;173.79;173.79;173.79;173.79
BP2014_2021-3/GBB-CBS/0750-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0750-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;200;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0790-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 3.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0790-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0790-01/6494000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-01;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen;€ 1.900,00;€ 5.000,00;€ 2.435,47;€ 2.484,18;€ 2.533,86;€ 2.584,54
BP2014_2021-3/GBB-CBS/0790-02/6494000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-02;6494000;IE-GEEN;Werkingstoelage St.-Hilarius  & andere kerkfabrieken;€ 3.294,40;€ 2.189,47;€ 8.889,58;€ 9.266,32;€ 9.451,65;€ 9.640,68
BP2014_2021-3/GBB-CBS/0790-03/6494000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-03;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen;€ 28.589,00;€ 35.801,00;€ 37.413,00;€ 38.375,00;€ 39.142,50;€ 39.925,35
BP2014_2021-3/GBB-CBS/0790-05/6494000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0790-05;6494000;IE-GEEN;Werkingstoelage Protestantse kerk;€ 6.256,28;€ 6.112,10;€ 7.905,76;€ 8.071,86;€ 8.233,30;€ 8.397,96
BP2014_2021-3/GBB-CBS/0800-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0800-00;2400000;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/GBB-CBS/0800-00/2430000/BESTUUR/CBS/IE6/U;GBB-CBS;0800-00;2430000;IE6;Rollend materieel - gemeenschapsgoederen;;;;;;€ 200.000,00
BP2014_2021-3/GBB-CBS/0800-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6001000;IE-GEEN;Aankoop technisch materiaal;€ 4.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0800-00/6130001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6130001;IE-GEEN;Vergoedingen prestaties arbeidsgeneeskundige dienst;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0800-00/6135001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6135001;IE-GEEN; Schoolmaaltijden;€ 30.000,00;€ 30.000,00;€ 30.000,00;€ 30.000,00;€ 30.000,00;€ 30.000,00
BP2014_2021-3/GBB-CBS/0800-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;350;350;350;350;350;350
BP2014_2021-3/GBB-CBS/0800-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6141002;IE-GEEN;Documentatie en abonnementen;400;400;400;400;400;400
BP2014_2021-3/GBB-CBS/0800-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);0;0;0;0;;
BP2014_2021-3/GBB-CBS/0800-00/6142800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00
BP2014_2021-3/GBB-CBS/0800-00/6143005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing);€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0800-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6150001;IE-GEEN;Aankoop klein materieel;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0800-00/6150006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6150006;IE-GEEN;Lidmaatschappen;€ 2.359,00;€ 2.425,00;€ 2.425,00;€ 2.425,00;€ 2.425,00;€ 2.425,00
BP2014_2021-3/GBB-CBS/0800-00/6153501/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6153501;IE-GEEN;Aankoop houtsnippers;€ 2.500,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0800-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00
BP2014_2021-3/GBB-CBS/0800-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0800-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 21.480,63;€ 21.267,64;€ 22.586,83;€ 22.689,00;€ 23.256,65;€ 23.838,07
BP2014_2021-3/GBB-CBS/0800-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 8.459,78;€ 8.581,63;€ 9.118,28;€ 9.670,12;€ 9.231,95;€ 9.462,75
BP2014_2021-3/GBB-CBS/0800-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0800-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;176;176;176;176;176;176
BP2014_2021-3/GBB-CBS/0800-00/6231000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6231000;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst;€ 2.850,00;€ 2.850,00;€ 2.850,00;€ 2.850,00;€ 2.850,00;€ 2.850,00
BP2014_2021-3/GBB-CBS/0800-00/6231002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6231002;IE-GEEN;Bijdragen aan andere sociale diensten;€ 2.000,00;€ 1.900,00;€ 1.900,00;€ 1.900,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0800-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6231003;IE-GEEN;Vakbondspremies;96.84;98.29;99.77;101.26;101.26;101.26
BP2014_2021-3/GBB-CBS/0800-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6231004;IE-GEEN;Maaltijdcheques;€ 1.100,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0800-00/6400007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6400007;IE-GEEN;Taksen eetwareninspectie;600;600;600;600;600;600
BP2014_2021-3/GBB-CBS/0800-00/6409999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6409999;IE-GEEN;Overige werkingsbelastingen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0800-00/6479999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6479999;IE-GEEN;Teambuilding school;;€ 1.500,00;;;;
BP2014_2021-3/GBB-CBS/0800-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0800-00/7040002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-00;7040002;IE-GEEN;Tussenkomsten van ouders in de maaltijden;€ 28.000,00;€ 28.000,00;€ 28.000,00;€ 28.000,00;€ 28.000,00;€ 28.000,00
BP2014_2021-3/GBB-CBS/0800-00/7040003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-00;7040003;IE-GEEN;Tussenkomsten van ouders in het toezicht en de bijlessen;€ 28.259,50;€ 27.000,00;€ 27.000,00;€ 27.000,00;€ 27.000,00;€ 27.000,00
BP2014_2021-3/GBB-CBS/0800-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-00;7406999;IE-GEEN;Toelage schoolfruit;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0800-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;150;150;150;150;150;150
BP2014_2021-3/GBB-CBS/0800-01/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6001000;IE-GEEN;Aankoop technisch materiaal;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0800-01/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 8.200,00;€ 4.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0800-01/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 28.800,00;€ 31.000,00;€ 31.000,00;€ 31.000,00;€ 31.000,00;€ 31.000,00
BP2014_2021-3/GBB-CBS/0800-01/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6110000;IE-GEEN;Elektriciteit;€ 4.636,01;€ 4.705,55;€ 4.776,14;€ 4.847,78;€ 4.800,00;€ 4.800,00
BP2014_2021-3/GBB-CBS/0800-01/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6111000;IE-GEEN;Gas;€ 11.000,00;€ 16.000,00;€ 16.000,00;€ 16.000,00;€ 16.000,00;€ 16.000,00
BP2014_2021-3/GBB-CBS/0800-01/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6113000;IE-GEEN;Water;€ 2.500,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0800-01/6120999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6120999;IE-GEEN;Overige verzekeringen;800;800;797;800;800;800
BP2014_2021-3/GBB-CBS/0800-01/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6141001;IE-GEEN;Kantoorbenodigdheden;350;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0800-01/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00
BP2014_2021-3/GBB-CBS/0800-01/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;750;750;€ 1.500,00;750;750;750
BP2014_2021-3/GBB-CBS/0800-01/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;500;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0800-01/6143006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6143006;IE-GEEN;Prijzen;750;750;750;750;750;750
BP2014_2021-3/GBB-CBS/0800-01/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6149000;IE-GEEN;Overige administratie- en kantoorkosten;500;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0800-01/6150002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6150002;IE-GEEN;Collecties, schoolboeken en schoolmateriaal;€ 9.000,00;€ 9.000,00;€ 9.000,00;€ 9.000,00;€ 9.000,00;€ 9.000,00
BP2014_2021-3/GBB-CBS/0800-01/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0800-01/6150005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6150005;IE-GEEN;Vervoer;€ 2.000,00;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00
BP2014_2021-3/GBB-CBS/0800-01/6150900/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6150900;IE-GEEN;Inkomgelden;200;200;200;200;;
BP2014_2021-3/GBB-CBS/0800-01/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6159999;IE-GEEN;Overige exploitatiekosten;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0800-01/6208000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6208000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van andere overheden;€ 550.000,00;€ 501.056,25;€ 511.077,38;€ 521.298,93;€ 531.724,91;€ 542.359,41
BP2014_2021-3/GBB-CBS/0800-01/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;0;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0800-01/6230004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6230004;IE-GEEN;Andere vergoedingen voor het personeel;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/GBB-CBS/0800-01/6479999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-01;6479999;IE-GEEN;Overige diverse operationele kosten;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0800-01/7000006/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-01;7000006;IE-GEEN;Verkoop van groene stroom;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0800-01/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-01;7404999;IE-GEEN;Overige algemene werkingssubsidies;€ 65.000,00;€ 68.000,00;€ 68.000,00;€ 68.000,00;€ 68.000,00;€ 68.000,00
BP2014_2021-3/GBB-CBS/0800-01/7405004/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0800-01;7405004;IE-GEEN;Bijdragen van de overheid voor de bezoldiging van het onderwijzend personeel;€ 550.000,00;€ 501.056,25;€ 511.077,38;€ 521.298,93;€ 531.724,91;€ 542.359,41
BP2014_2021-3/GBB-CBS/0800-02/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0800-02;2410000;IE6;Overdracht krediet van 2015 naar 2016;€ 20.000,00;€ 15.000,00;;;;
BP2014_2021-3/GBB-CBS/0800-02/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6001000;IE-GEEN;Aankoop technisch materiaal;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0800-02/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 8.000,00;€ 8.000,00;€ 8.000,00;€ 8.000,00;€ 8.000,00;€ 8.000,00
BP2014_2021-3/GBB-CBS/0800-02/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 22.000,00;€ 24.000,00;€ 24.000,00;€ 24.000,00;€ 24.000,00;€ 24.000,00
BP2014_2021-3/GBB-CBS/0800-02/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6110000;IE-GEEN;Elektriciteit;€ 8.500,00;€ 8.600,00;€ 8.600,00;€ 8.600,00;€ 8.600,00;€ 8.600,00
BP2014_2021-3/GBB-CBS/0800-02/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6111000;IE-GEEN;Gas;€ 2.000,00;€ 19.000,00;€ 19.000,00;€ 19.000,00;€ 19.000,00;€ 19.000,00
BP2014_2021-3/GBB-CBS/0800-02/6112000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6112000;IE-GEEN;Stookolie;€ 6.000,00;0;0;0;;
BP2014_2021-3/GBB-CBS/0800-02/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6113000;IE-GEEN;Water;€ 6.696,46;€ 6.796,91;€ 6.898,86;€ 7.002,35;€ 7.000,00;€ 7.000,00
BP2014_2021-3/GBB-CBS/0800-02/6120999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6120999;IE-GEEN;Overige verzekeringen;€ 1.350,00;€ 1.350,00;€ 1.350,00;€ 1.350,00;€ 1.350,00;€ 1.350,00
BP2014_2021-3/GBB-CBS/0800-02/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6141001;IE-GEEN;Kantoorbenodigdheden;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0800-02/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00
BP2014_2021-3/GBB-CBS/0800-02/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00;€ 10.000,00
BP2014_2021-3/GBB-CBS/0800-02/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00;€ 3.000,00
BP2014_2021-3/GBB-CBS/0800-02/6143006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6143006;IE-GEEN;Prijzen;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0800-02/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 1.800,00;€ 1.400,00;€ 1.400,00;€ 1.400,00;€ 1.400,00;€ 1.400,00
BP2014_2021-3/GBB-CBS/0800-02/6150002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6150002;IE-GEEN;Collecties, schoolboeken en schoolmateriaal;€ 33.000,00;€ 34.000,00;€ 32.000,00;€ 30.000,00;€ 30.000,00;€ 30.000,00
BP2014_2021-3/GBB-CBS/0800-02/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;150;150;150;150;150;150
BP2014_2021-3/GBB-CBS/0800-02/6150005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6150005;IE-GEEN;Vervoer;€ 14.000,00;€ 12.500,00;€ 12.500,00;€ 12.500,00;€ 12.500,00;€ 12.500,00
BP2014_2021-3/GBB-CBS/0800-02/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;500;800;800;800;800;800
BP2014_2021-3/GBB-CBS/0800-02/6150900/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6150900;IE-GEEN;Inkomgelden;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0800-02/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;750;750;750;750;750;750
BP2014_2021-3/GBB-CBS/0800-02/6160004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6160004;IE-GEEN;Olie en brandstof voor voertuigen;€ 4.500,00;€ 4.500,00;€ 4.500,00;€ 4.500,00;€ 4.500,00;€ 4.500,00
BP2014_2021-3/GBB-CBS/0800-02/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;€ 8.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/GBB-CBS/0800-02/6207000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0800-02/6208000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0800-02;6208000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van andere overheden;€ 870.000,00;€ 847.696,96;€ 864.650,90;€ 881.943,92;€ 899.582,80;€ 917.574,45
