Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;
BP2014_2019-0/GBB-CBS/0800-01/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6143006/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6143006;IE-GEEN;Prijzen;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6150005/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6150005;IE-GEEN;Vervoer;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6208000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6208000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van andere overheden;€ 355,881.41;€ 481,599.63;€ 370,259.02;€ 377,664.20;€ 385,217.48;€ 392,921.83;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 400.00;€ 406.00;€ 412.09;€ 418.27;€ 424.55;€ 430.91;;;;;
BP2014_2019-0/GBB-CBS/0800-01/6479999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;6479999;IE-GEEN;Overige diverse operationele kosten;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/1.2.5.1/0800-02/6150010/BESTUUR/CBS/600/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0800-02;Lager onderwijs;6150010;IE-GEEN;Opleidingskosten;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;
BP2014_2019-0/5.1.2.1/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;5.1.2.1;Uitbouwen van een zorgbeleid voor kinderen met leermoeilijkheden.;0800-02;Lager onderwijs;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 45,500.00;€ 49,700.00;€ 47,803.44;€ 48,998.52;€ 50,223.49;€ 51,479.07;;;;;
BP2014_2019-0/5.1.2.2/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;5.1.2.2;Uitbouwen van een zorgbeleid voor kinderen die nood hebben aan extra uitdagingen.;0800-02;Lager onderwijs;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 17,500.00;€ 17,500.00;€ 18,385.94;€ 18,845.59;€ 19,316.73;€ 19,799.64;;;;;
BP2014_2019-0/5.1.2.3/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;5.1.2.3;Uitbouwen van een zorgbeleid voor anderstalige kinderen.;0800-02;Lager onderwijs;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 7,000.00;€ 7,000.00;€ 7,354.38;€ 7,538.23;€ 7,726.69;€ 7,919.86;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6001000;IE-GEEN;Aankoop technisch materiaal;€ 40,000.00;€ 40,000.00;€ 40,000.00;€ 40,000.00;€ 40,000.00;€ 40,000.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 5,000.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 7,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;;;;12k voor poetsen per jaar + 2k voor andere zaken;
BP2014_2019-0/GBB-CBS/0800-02/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6110000;IE-GEEN;Elektriciteit;€ 6,800.00;€ 6,902.00;€ 7,005.53;€ 7,110.61;€ 7,217.27;€ 7,325.53;;mogelijks wat verschuiven tussen KS en LS;;;
BP2014_2019-0/GBB-CBS/0800-02/6111000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6111000;IE-GEEN;Gas;€ 950.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;bekijken in 2015... Nieuwbouw LS gas ipv mazout;;;
BP2014_2019-0/GBB-CBS/0800-02/6112000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6112000;IE-GEEN;Stookolie;€ 28,050.00;€ 28,050.00;€ 28,050.00;€ 28,050.00;€ 28,050.00;€ 28,050.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6113000;IE-GEEN;Water;€ 6,500.00;€ 6,597.50;€ 6,696.46;€ 6,796.91;€ 6,898.86;€ 7,002.35;;1,5% index;ok;;
BP2014_2019-0/GBB-CBS/0800-02/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6120999;IE-GEEN;Overige verzekeringen;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6141001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6141001;IE-GEEN;Kantoorbenodigdheden;€ 1,500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 2,600.00;€ 2,600.00;€ 2,600.00;€ 2,600.00;€ 2,600.00;€ 2,600.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 2,000.00;€ 4,500.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6143006/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6143006;IE-GEEN;Prijzen;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 900.00;€ 900.00;€ 900.00;€ 900.00;€ 900.00;€ 900.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6150005/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6150005;IE-GEEN;Vervoer;€ 12,500.00;€ 12,500.00;€ 12,500.00;€ 12,500.00;€ 12,500.00;€ 12,500.00;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6160001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;€ 750.00;€ 1,000.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;ook in MJP????;;;
BP2014_2019-0/GBB-CBS/0800-02/6160004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6160004;IE-GEEN;Olie en brandstof voor voertuigen;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;;ok;;;
BP2014_2019-0/GBB-CBS/0800-02/6160300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;OK;;;
BP2014_2019-0/GBB-CBS/0800-02/6207000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;€ 42,000.00;€ 42,000.00;€ 44,126.25;€ 45,229.41;€ 46,360.14;€ 47,519.14;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6208000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6208000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van andere overheden;€ 355,881.41;€ 814,779.85;€ 370,259.02;€ 377,664.20;€ 385,217.48;€ 392,921.83;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 900.00;€ 913.50;€ 927.20;€ 941.11;€ 955.23;€ 969.56;;;;;
BP2014_2019-0/GBB-CBS/0800-02/6230004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;6230004;IE-GEEN;Andere vergoedingen voor het personeel;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;
BP2014_2019-0/GBB-CBS/0870-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0870-00;Ochtend- en avondtoezicht;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 25,900.00;€ 26,547.50;€ 27,211.19;€ 27,891.47;€ 28,588.75;€ 29,303.47;;;;;
BP2014_2019-0/GBB-CBS/0870-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0870-00;Ochtend- en avondtoezicht;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;€ 4,500.00;€ 4,612.50;€ 4,727.81;€ 4,846.01;€ 4,967.16;€ 5,091.34;;;;;
BP2014_2019-0/GBB-CBS/0870-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0870-00;Ochtend- en avondtoezicht;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;€ 180.00;€ 184.50;€ 189.11;€ 193.84;€ 198.69;€ 203.65;;;;;
BP2014_2019-0/GBB-CBS/0870-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0870-00;Ochtend- en avondtoezicht;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 452.00;€ 461.04;€ 470.26;€ 479.67;€ 489.26;€ 499.04;;;;;
BP2014_2019-0/GBB-CBS/0879-00/6499999/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0879-00;Andere voordelen;6499999;IE-GEEN;Andere toegestane werkingssubsidies;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;;;;;
BP2014_2019-0/5.2.1.2/0889-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;5.2.1.2;Organiseren van schoolsport en naschoolse sportactiviteiten;0889-00;Overige ondersteunende diensten voor het lokaal flankerend onderwijs;6159999;IE-GEEN;Overige exploitatiekosten - schoolsport en naschoolse sportactiviteiten;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;
BP2014_2019-0/GBB-CBS/0889-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0889-00;Overige ondersteunende diensten voor het lokaal flankerend onderwijs;6159999;IE-GEEN;Overige exploitatiekosten - Flank. onderw. & netoverschr. initiat.;€ 8,900.00;€ 8,900.00;€ 8,900.00;€ 8,900.00;€ 8,900.00;€ 8,900.00;;;;;
BP2014_2019-0/1.1.2.1/0909-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0909-00;Overige verrichtingen inzake sociaal beleid;6493000;IE-GEEN;Toelage Welzijnsraad;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/2.1.1.1/0909-00/6494000/BESTUUR/CBS/420/IE-GEEN/U;2.1.1.1;Voorzien van een bijdrage voor het OCMW;0909-00;Overige verrichtingen inzake sociaal beleid;6494000;IE-GEEN;Toegestane werkingssubsidies aan andere overheidsinstellingen;€ 909,416.15;€ 917,523.45;€ 927,129.72;€ 953,644.22;€ 985,377.10;€ 1,007,216.94;;;;;
BP2014_2019-0/2.1.1.2/0909-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;2.1.1.2;Ondersteunen van welzijnsorganisaties;0909-00;Overige verrichtingen inzake sociaal beleid;6493000;IE-GEEN;Toelagen welzijnsorganisaties;€ 10,000.00;€ 10,000.00;€ 10,000.00;€ 10,000.00;€ 10,000.00;€ 10,000.00;;;;;
BP2014_2019-0/2.2.3.2/0911-00/6499000/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.2;Opzetten van sociale (her-)tewerkstellingsprojecten;0911-00;Diensten en voorzieningen voor personen met een handicap;6499000;IE-GEEN;Arbeidszorgproject;€ 24,000.00;€ 24,000.00;€ 24,000.00;€ 24,000.00;€ 24,000.00;€ 24,000.00;;;;;
BP2014_2019-0/1.1.2.1/0944-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0944-00;Opvoedingsondersteuning;6493000;IE-GEEN;Toelage Lokaal Overleg Kinderopvang;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/GBB-CBS/0944-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0944-00;Opvoedingsondersteuning;6491000;IE-GEEN;Subsidie herbruikbare luiers;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;
BP2014_2019-0/1.1.2.1/0959-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0959-00;Overige verrichtingen betreffende ouderen;6493000;IE-GEEN;* Toelage seniorenraad;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/2.2.1.4/0959-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.1.4;Van Bierbeek een dementievriendelijke gemeente maken;0959-00;Overige verrichtingen betreffende ouderen;6159999;IE-GEEN;Overige exploitatiekosten;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/GBB-CBS/0959-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0959-00;Overige verrichtingen betreffende ouderen;6159999;IE-GEEN;Werkingskosten seniorenactiviteiten;€ 2,000.00;€ 0.00;€ 2,000.00;€ 0.00;€ 2,000.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0990-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;6001000;IE-GEEN;Aankoop technisch materiaal;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;
BP2014_2019-0/GBB-CBS/0990-00/6040000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/GBB-CBS/0990-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;ok;;;
BP2014_2019-0/GBB-CBS/0990-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;ok;;;
BP2014_2019-0/GBB-CBS/0990-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;6110000;IE-GEEN;Elektriciteit;€ 200.00;€ 603.00;€ 612.05;€ 621.23;€ 630.55;€ 640.01;;;;;
BP2014_2019-0/GBB-CBS/0990-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;6113000;IE-GEEN;Water;€ 1,000.00;€ 650.00;€ 659.75;€ 669.65;€ 679.69;€ 689.89;;1,5% index;€ 670.02;2014;
BP2014_2019-0/GBB-CBS/0990-00/6131006/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;6131006;IE-GEEN;Erelonen en vergoedingen voor optredens, lesgevers, gidsen, tolken, e.d.;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
;toe te voegen in MJP vanuit 2014:;;;;;;;;;;;;;;;;;
;GBB-CBS;;0703-00;;6400008;IE-GEEN;Bijdragen reprobel;€ 0.00;€ 155.00;€ 158.00;€ 161.00;€ 164.00;€ 167.00;BESTOND AL ;;;;
;1.1.2.5;;0800-00;;6159999;IE-GEEN;scholenband;€ 4,000.00;€ 0.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;;;;
;GBB-CBS;;0990-00;;6131006;IE-GEEN;Erelonen en vergoedingen voor optredens, lesgevers, gidsen, tolken, e.d.;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;BESTOND AL, IN 2014 WEL OP 0;;;;
;GBB-CBS;;0119-00;;6430000;IE-GEEN;Vergoeding schadegevallen;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;BESTOND AL;;;;
;GBB-CBS;;0190-00;;6430000;IE-GEEN;Vergoeding schadegevallen;€ 3,000.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;BESTOND AL;;;;
;GBB-CBS;;0119-00;;6400008;IE-GEEN;Bijdragen reprobel;€ 85.78;€ 87.00;€ 89.00;€ 91.00;€ 93.00;€ 95.00;BESTOND AL;;;;
;;;0310-00;;6110000;IE-GEEN;Elektriciteit;;€ 1,100.00;€ 1,116.50;€ 1,133.25;€ 1,150.25;€ 1,167.50;;sinds BW 1/2014;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;;€ 10,000.00;€ 10,000.00;€ 10,000.00;€ 10,000.00;€ 10,000.00;;;;;
;;;;;;;;;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;;€ 2,100.00;€ 2,100.00;€ 2,100.00;€ 2,100.00;€ 2,100.00;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0119-00;;6142999;IE-GEEN;Overige informaticakosten;;€ 24,200.00;;;;;;;;;
;GBB-CBS;;0190-00;;6141005;IE-GEEN;Procedure- en vervolgingskosten;;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;;€ 3,700.00;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;;€ 350.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;
;3.1.2.3;Stimuleren van maatregelen voor duurzaam bouwen en wonen;0350-00;Klimaat en energie;6159999;IE-GEEN;Overige exploitatiekosten;; € 1,000.00 ; € 1,000.00 ; € 1,000.00 ; € 1,000.00 ; € 1,000.00 ;;  ;;;
;3.3.2.6;;0380-00;;6159999;IE-GEEN;Overige exploitatiekosten;;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
;;;0470-00;;6139999;;;; € 2,000.00 ; € 2,000.00 ; € 2,000.00 ; € 2,000.00 ; € 2,000.00 ;;;;;
;3.5.1.4;;0500-00;;6159999;IE-GEEN;Overige exploitatiekosten (cadeaubons);;€ 4,703.19;€ 4,590.70;€ 4,777.00;€ 4,870.15;€ 4,963.30;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6139999;;;;€ 50.00;€ 50.00;€ 50.00;€ 50.00;€ 50.00;;;;;
;2.2.2.3;;0740-00;Sport;6206000;IE-GEEN;Bezoldigingen ander niet vastbenoemd personeel;;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6159999;;;;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;€ 1,800.00;;;;;
;5,1,3,2;;0800-01;;6100200;;;;;€ 13,000.00;€ 11,400.00;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;€ 130.10;€ 157.42;3.025; ;;;;;;;
